캐릭터,파티,무기,성유물 이름
anemotraveler,gaming(7) / bennett(4) / wanderer(4) / zhongli(4) / amber(3) / collei(3) / cyno(3) / faruzan(3) / hutao(3) / kazuha(3) / kokomi(3) / nahida(3) / navia(3) / noelle(3) / raiden(3) / shenhe(3) / xiangling(3) / xiao(3) / xingqiu(3) / yaemiko(3) / yanfei(3) / yaoyao(3) / albedo(2) / alhaitham(2) / aloy(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / barbara(2) / beidou(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / dahlia(2) / dehya(2) / diluc(2) / diona(2) / dori(2) / emilie(2) / escoffier(2) / eula(2) / fischl(2) / flins(2) / freminet(2) / furina(2) / ganyu(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / jean(2) / kaeya(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / klee(2) / kukishinobu(2) / lanyan(2) / lauma(2) / layla(2) / lisa(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mona(2) / mualani(2) / neuvillette(2) / nilou(2) / ningguang(2) / ororon(2) / qiqi(2) / razor(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / sigewinne(2) / skirk(2) / sucrose(2) / thoma(2) / tighnari(2) / varesa(2) / venti(2) / wriothesley(2) / xianyun(2) / xilonen(2) / xinyan(2) / yelan(2) / yoimiya(2) / yunjin(2) / anemotraveler(1),freedomsworn(4) / sacrificialsword(3) / ironsting(2) / xiphosmoonlight(2) / crimsonmoonssemblance(1) / favoniussword(1) / sacrificialbow(1) / slingshot(1),viridescentvenerer(4) / gildeddreams(2) / instructor(2) / goldentroupe(1) / wandererstroupe(1)
dendrotraveler,fischl(5) / razor(5) / sucrose(4) / bennett(3) / collei(3) / dendrotraveler(3) / keqing(3) / kukishinobu(3) / raiden(3) / tighnari(3) / xiangling(3) / xingqiu(3) / yaemiko(3) / albedo(2) / barbara(2) / beidou(2) / cyno(2) / diona(2) / gaming(2) / jean(2) / kaeya(2) / lisa(2) / nahida(2) / nilou(2) / thoma(2) / wanderer(2) / yelan(2) / zhongli(2) / alhaitham(1) / aloy(1) / amber(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / dahlia(1) / dehya(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / furina(1) / ganyu(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / kaveh(1) / kazuha(1) / kinich(1) / kirara(1) / klee(1) / kokomi(1) / lanyan(1) / lauma(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / tartaglia(1) / varesa(1) / venti(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),favoniussword(5) / freedomsworn(5) / sacrificialsword(4) / ironsting(3) / sapwoodblade(3) / elegyfortheend(2) / keyofkhajnisut(2) / sacrificialfragments(2) / xiphosmoonlight(2) / absolution(1) / athousandfloatingdreams(1) / blacktassel(1) / engulfinglightning(1) / everlastingmoonglow(1) / favoniuswarbow(1) / harbingerofdawn(1) / jadefallssplendor(1) / lightoffoliarincision(1) / mistsplitterreforged(1) / prototyperancour(1) / sacrificialbow(1) / skywardblade(1) / skywardharp(1) / solarpearl(1) / staffofhoma(1) / staffofthescarletsands(1) / theblackspoon(1) / thecatch(1) / thestringless(1) / thewidsith(1),deepwoodmemories(7) / emblemofseveredfate(5) / gildeddreams(5) / noblesseoblige(4) / instructor(2) / oceanhuedclam(2) / tenacityofthemillelith(2) / theexile(2) / fragmentofharmonicwhimsy(1) / gladiatorsfinale(1) / obsidiancodex(1) / scrolloftheheroofcindercity(1) / thunderingfury(1) / vourukashasglow(1)
electrotraveler,bennett(4) / electrotraveler(4) / gaming(4) / xiangling(4) / barbara(3) / clorinde(3) / diona(3) / eula(3) / fischl(3) / heizou(3) / jean(3) / kaeya(3) / klee(3) / lisa(3) / nahida(3) / raiden(3) / xingqiu(3) / yoimiya(3) / albedo(2) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / beidou(2) / candace(2) / charlotte(2) / chevreuse(2) / chiori(2) / chongyun(2) / collei(2) / cyno(2) / dehya(2) / diluc(2) / dori(2) / emilie(2) / faruzan(2) / freminet(2) / furina(2) / ganyu(2) / gorou(2) / hutao(2) / itto(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / kokomi(2) / kukishinobu(2) / layla(2) / lynette(2) / lyney(2) / mika(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / qiqi(2) / razor(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / shenhe(2) / sigewinne(2) / sucrose(2) / tartaglia(2) / thoma(2) / tighnari(2) / venti(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xiao(2) / xilonen(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yelan(2) / yunjin(2) / zhongli(2) / chasca(1) / citlali(1) / dahlia(1) / dendrotraveler(1) / escoffier(1) / flins(1) / ineffa(1) / kazuha(1) / lanyan(1) / lauma(1) / mavuika(1) / ororon(1) / skirk(1) / varesa(1),favoniussword(6) / sacrificialsword(5) / freedomsworn(4) / skywardblade(4) / festeringdesire(3) / absolution(1) / athousandfloatingdreams(1) / harbingerofdawn(1) / ironsting(1) / lionsroar(1) / mistsplitterreforged(1) / prototyperancour(1),emblemofseveredfate(5) / instructor(3) / noblesseoblige(3) / deepwoodmemories(2) / viridescentvenerer(2) / gildeddreams(1) / gladiatorsfinale(1) / goldentroupe(1) / obsidiancodex(1) / scrolloftheheroofcindercity(1) / shimenawasreminiscence(1) / theexile(1) / thunderingfury(1)
geotraveler,bennett(6) / fischl(5) / gaming(5) / kaeya(5) / noelle(5) / xiao(5) / zhongli(5) / albedo(4) / faruzan(4) / navia(4) / ningguang(4) / xingqiu(4) / barbara(3) / beidou(3) / chiori(3) / furina(3) / gorou(3) / jean(3) / rosaria(3) / sara(3) / sayu(3) / sucrose(3) / thoma(3) / venti(3) / xiangling(3) / xilonen(3) / yelan(3) / yoimiya(3) / yunjin(3) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chongyun(2) / citlali(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / diona(2) / dori(2) / emilie(2) / escoffier(2) / eula(2) / flins(2) / freminet(2) / ganyu(2) / geotraveler(2) / heizou(2) / ineffa(2) / itto(2) / kaveh(2) / kazuha(2) / keqing(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / kukishinobu(2) / lauma(2) / layla(2) / lisa(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mona(2) / mualani(2) / nahida(2) / neuvillette(2) / nilou(2) / ororon(2) / qiqi(2) / raiden(2) / razor(2) / sethos(2) / shenhe(2) / sigewinne(2) / skirk(2) / tighnari(2) / varesa(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / hutao(1) / lanyan(1) / mizuki(1) / tartaglia(1),mistsplitterreforged(3) / primordialjadecutter(2) / urakumisugiri(2) / absolution(1) / amenomakageuchi(1) / aquilafavonia(1) / crimsonmoonssemblance(1) / favoniussword(1) / festeringdesire(1) / finaleofthedeep(1) / fleuvecendreferryman(1) / harangeppakufutsu(1) / lightoffoliarincision(1) / rust(1) / sacrificialsword(1) / skywardblade(1) / splendoroftranquilwaters(1),noblesseoblige(3) / archaicpetra(2) / emblemofseveredfate(1) / goldentroupe(1) / nighttimewhispersintheechoingwoods(1)
hydrotraveler,bennett(6) / nahida(6) / nilou(5) / barbara(4) / gaming(4) / xiangling(4) / xingqiu(4) / yaoyao(4) / yelan(4) / baizhu(3) / diona(3) / furina(3) / ganyu(3) / shenhe(3) / venti(3) / alhaitham(2) / amber(2) / beidou(2) / collei(2) / dehya(2) / hydrotraveler(2) / kaeya(2) / kazuha(2) / kokomi(2) / kukishinobu(2) / lynette(2) / lyney(2) / mona(2) / neuvillette(2) / raiden(2) / rosaria(2) / sigewinne(2) / sucrose(2) / zhongli(2) / albedo(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / fischl(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / layla(1) / lisa(1) / mavuika(1) / mika(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / skirk(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yoimiya(1) / yunjin(1),sacrificialsword(5) / favoniussword(4) / fleuvecendreferryman(4) / skywardblade(4) / finaleofthedeep(3) / freedomsworn(3) / primordialjadecutter(3) / absolution(2) / amenomakageuchi(2) / aquilafavonia(2) / festeringdesire(2) / harangeppakufutsu(2) / ironsting(2) / keyofkhajnisut(2) / lightoffoliarincision(2) / mistsplitterreforged(2) / splendoroftranquilwaters(2) / urakumisugiri(2) / athousandfloatingdreams(1) / darkironsword(1) / engulfinglightning(1) / harbingerofdawn(1) / jadefallssplendor(1) / peakpatrolsong(1) / prototypeamber(1) / prototyperancour(1) / summitshaper(1) / xiphosmoonlight(1),noblesseoblige(5) / instructor(4) / tenacityofthemillelith(4) / deepwoodmemories(3) / gildeddreams(3) / goldentroupe(3) / marechausseehunter(2) / blizzardstrayer(1) / emblemofseveredfate(1) / flowerofparadiselost(1) / gambler(1) / gladiatorsfinale(1) / lavawalker(1) / nymphsdream(1) / obsidiancodex(1) / oceanhuedclam(1) / paleflame(1) / scholar(1) / scrolloftheheroofcindercity(1) / thundersoother(1) / viridescentvenerer(1)
pyrotraveler,bennett(8) / emilie(8) / kinich(8) / chevreuse(7) / mavuika(7) / xilonen(7) / furina(6) / nahida(6) / xingqiu(6) / mualani(5) / thoma(5) / arlecchino(4) / citlali(4) / collei(4) / fischl(4) / gaming(4) / ororon(4) / raiden(4) / sucrose(4) / varesa(4) / wriothesley(4) / xiangling(4) / yelan(4) / alhaitham(3) / barbara(3) / clorinde(3) / cyno(3) / dehya(3) / neuvillette(3) / sara(3) / zhongli(3) / albedo(2) / baizhu(2) / beidou(2) / candace(2) / chasca(2) / chiori(2) / chongyun(2) / dahlia(2) / diluc(2) / ganyu(2) / hutao(2) / kaveh(2) / keqing(2) / kirara(2) / kokomi(2) / kukishinobu(2) / layla(2) / lyney(2) / mona(2) / sigewinne(2) / skirk(2) / venti(2) / xianyun(2) / yaemiko(2) / yaoyao(2) / aloy(1) / amber(1) / ayaka(1) / ayato(1) / charlotte(1) / diona(1) / dori(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaeya(1) / kazuha(1) / klee(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / mika(1) / navia(1) / nilou(1) / ningguang(1) / noelle(1) / pyrotraveler(1) / qiqi(1) / razor(1) / rosaria(1) / sayu(1) / sethos(1) / shenhe(1) / tighnari(1) / wanderer(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),favoniussword(7) / freedomsworn(7) / peakpatrolsong(5) / sacrificialsword(5) / festeringdesire(4) / ironsting(4) / mistsplitterreforged(3) / harangeppakufutsu(2) / keyofkhajnisut(2) / xiphosmoonlight(2) / absolution(1) / aquilafavonia(1) / blacktassel(1) / elegyfortheend(1) / fangofthemountainking(1) / finaleofthedeep(1) / fleuvecendreferryman(1) / jadefallssplendor(1) / lionsroar(1) / sapwoodblade(1) / skywardblade(1) / splendoroftranquilwaters(1) / theblackspoon(1) / urakumisugiri(1) / verdict(1),scrolloftheheroofcindercity(8) / noblesseoblige(4) / obsidiancodex(4) / tenacityofthemillelith(4) / flowerofparadiselost(3) / gildeddreams(3) / instructor(3) / deepwoodmemories(2) / goldentroupe(2) / viridescentvenerer(2) / archaicpetra(1) / emblemofseveredfate(1) / fragmentofharmonicwhimsy(1) / marechausseehunter(1) / unfinishedreverie(1)
varesa,varesa(10) / chevreuse(9) / furina(9) / xianyun(9) / bennett(8) / mavuika(7) / xilonen(7) / xiangling(6) / gaming(5) / nahida(5) / fischl(4) / ineffa(4) / baizhu(3) / chiori(3) / clorinde(3) / cyno(3) / flins(3) / keqing(3) / lanyan(3) / ororon(3) / sara(3) / sucrose(3) / wanderer(3) / zhongli(3) / albedo(2) / arlecchino(2) / beidou(2) / chasca(2) / citlali(2) / collei(2) / dehya(2) / escoffier(2) / faruzan(2) / ganyu(2) / hutao(2) / jean(2) / kazuha(2) / kinich(2) / kirara(2) / kukishinobu(2) / lauma(2) / lisa(2) / lynette(2) / navia(2) / neuvillette(2) / nilou(2) / raiden(2) / sayu(2) / sethos(2) / shenhe(2) / skirk(2) / venti(2) / wriothesley(2) / xiao(2) / yaoyao(2) / yelan(2) / alhaitham(1) / aloy(1) / amber(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / charlotte(1) / chongyun(1) / dahlia(1) / diluc(1) / diona(1) / dori(1) / emilie(1) / eula(1) / freminet(1) / gorou(1) / heizou(1) / itto(1) / kaeya(1) / kaveh(1) / klee(1) / kokomi(1) / layla(1) / lyney(1) / mika(1) / mona(1) / mualani(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / rosaria(1) / sigewinne(1) / thoma(1) / tighnari(1) / xingqiu(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yoimiya(1) / yunjin(1),vividnotions(7) / thewidsith(6) / lostprayertothesacredwinds(5) / flowingpurity(4) / cranesechoingcall(3) / athousandfloatingdreams(2) / cashflowsupervision(2) / favoniuslance(2) / favoniussword(2) / kagurasverity(2) / skywardatlas(2) / tomeoftheeternalflow(2) / athousandblazingsuns(1) / balladofthefjords(1) / fangofthemountainking(1) / favoniuscodex(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / freedomsworn(1) / hakushinring(1) / mistsplitterreforged(1) / mouunsmoon(1) / peakpatrolsong(1) / rust(1) / sacrificialfragments(1) / sacrificialsword(1) / serpentspine(1) / skywardharp(1) / solarpearl(1) / splendoroftranquilwaters(1) / thealleyflash(1) / urakumisugiri(1) / wanderingevenstar(1) / xiphosmoonlight(1),obsidiancodex(6) / longnightsoath(5) / scrolloftheheroofcindercity(3) / viridescentvenerer(3) / goldentroupe(2) / noblesseoblige(2) / tenacityofthemillelith(2) / thunderingfury(2) / archaicpetra(1) / deepwoodmemories(1) / emblemofseveredfate(1) / gambler(1) / gildeddreams(1) / gladiatorsfinale(1) / marechausseehunter(1) / shimenawasreminiscence(1) / songofdayspast(1) / wandererstroupe(1)
venti,venti(10) / ganyu(9) / bennett(7) / mona(7) / diona(6) / faruzan(6) / fischl(6) / furina(6) / gaming(6) / shenhe(6) / xiangling(6) / xiao(6) / xingqiu(6) / albedo(5) / klee(5) / neuvillette(5) / wanderer(5) / wriothesley(5) / yelan(5) / arlecchino(4) / ayato(4) / beidou(4) / charlotte(4) / mavuika(4) / razor(4) / sucrose(4) / yoimiya(4) / zhongli(4) / barbara(3) / citlali(3) / collei(3) / dori(3) / gorou(3) / hutao(3) / kaeya(3) / layla(3) / lisa(3) / lynette(3) / lyney(3) / mualani(3) / nahida(3) / ororon(3) / qiqi(3) / rosaria(3) / sara(3) / sayu(3) / thoma(3) / varesa(3) / xianyun(3) / xilonen(3) / yaemiko(3) / yaoyao(3) / yunjin(3) / aloy(2) / amber(2) / baizhu(2) / candace(2) / chevreuse(2) / chiori(2) / chongyun(2) / clorinde(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / escoffier(2) / flins(2) / freminet(2) / heizou(2) / ineffa(2) / itto(2) / jean(2) / kazuha(2) / keqing(2) / kinich(2) / kirara(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / lauma(2) / mika(2) / navia(2) / nilou(2) / raiden(2) / sethos(2) / sigewinne(2) / tartaglia(2) / tighnari(2) / yanfei(2) / alhaitham(1) / ayaka(1) / chasca(1) / emilie(1) / eula(1) / kaveh(1) / mizuki(1) / ningguang(1) / noelle(1) / skirk(1) / xinyan(1),elegyfortheend(5) / favoniuswarbow(5) / rust(5) / aquasimulacra(4) / polarstar(4) / thestringless(4) / skywardharp(3) / alleyhunter(2) / cashflowsupervision(2) / cloudforged(2) / engulfinglightning(2) / favoniuslance(2) / favoniussword(2) / hunterspath(2) / prototypecrescent(2) / splendoroftranquilwaters(2) / thunderingpulse(2) / windblumeode(2) / amosbow(1) / aquilafavonia(1) / astralvulturescrimsonplumage(1) / athousandblazingsuns(1) / athousandfloatingdreams(1) / balladoftheboundlessblue(1) / chainbreaker(1) / crescentpike(1) / crimsonmoonssemblance(1) / deathmatch(1) / endoftheline(1) / fadingtwilight(1) / fangofthemountainking(1) / favoniuscodex(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / fruitoffulfillment(1) / hamayumi(1) / harangeppakufutsu(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / mistsplitterreforged(1) / peakpatrolsong(1) / prototypeamber(1) / prototypearchaic(1) / prototyperancour(1) / ravenbow(1) / sacrificialbow(1) / sacrificialfragments(1) / serpentspine(1) / skywardatlas(1) / slingshot(1) / thealleyflash(1) / thecatch(1) / theviridescenthunt(1) / thrillingtalesofdragonslayers(1) / tomeoftheeternalflow(1) / verdict(1),viridescentvenerer(7) / gildeddreams(4) / noblesseoblige(4) / emblemofseveredfate(3) / goldentroupe(3) / scrolloftheheroofcindercity(3) / blizzardstrayer(2) / deepwoodmemories(2) / instructor(2) / tenacityofthemillelith(2) / desertpavilionchronicle(1) / echoesofanoffering(1) / fragmentofharmonicwhimsy(1) / maidenbeloved(1) / marechausseehunter(1) / obsidiancodex(1) / silkenmoonsserenade(1) / thunderingfury(1)
wanderer,wanderer(10) / bennett(8) / faruzan(8) / xiangling(8) / xingqiu(8) / yelan(8) / zhongli(8) / fischl(7) / rosaria(6) / thoma(6) / venti(6) / jean(5) / layla(5) / nahida(5) / beidou(4) / gaming(4) / ganyu(4) / kazuha(4) / raiden(4) / xiao(4) / yunjin(4) / albedo(3) / diona(3) / furina(3) / sucrose(3) / barbara(2) / charlotte(2) / chiori(2) / citlali(2) / dahlia(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / mavuika(2) / mika(2) / mona(2) / sayu(2) / shenhe(2) / yaoyao(2) / alhaitham(1) / aloy(1) / amber(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / candace(1) / chasca(1) / chevreuse(1) / chongyun(1) / clorinde(1) / collei(1) / cyno(1) / dehya(1) / dendrotraveler(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / kaeya(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lauma(1) / lisa(1) / lynette(1) / lyney(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sethos(1) / sigewinne(1) / skirk(1) / tighnari(1) / varesa(1) / wriothesley(1) / xianyun(1) / xilonen(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yoimiya(1),thewidsith(5) / lostprayertothesacredwinds(4) / solarpearl(4) / thrillingtalesofdragonslayers(4) / aquasimulacra(3) / blacktassel(3) / favoniuslance(3) / favoniussword(3) / favoniuswarbow(3) / kitaincrossspear(3) / memoryofdust(3) / sacrificialsword(3) / skywardatlas(3) / tulaytullahsremembrance(3) / dodocotales(2) / engulfinglightning(2) / everlastingmoonglow(2) / freedomsworn(2) / ironsting(2) / sapwoodblade(2) / skywardspine(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / amosbow(1) / aquilafavonia(1) / athousandfloatingdreams(1) / blackcliffagate(1) / deathmatch(1) / elegyfortheend(1) / favoniusgreatsword(1) / frostbearer(1) / kagurasverity(1) / mappamare(1) / rust(1) / sacrificialbow(1) / sacrificialfragments(1) / skywardharp(1) / wanderingevenstar(1),desertpavilionchronicle(6) / viridescentvenerer(6) / emblemofseveredfate(4) / noblesseoblige(4) / tenacityofthemillelith(4) / blizzardstrayer(2) / deepwoodmemories(2) / echoesofanoffering(2) / flowerofparadiselost(2) / goldentroupe(2) / shimenawasreminiscence(2) / theexile(1) / thunderingfury(1)
wriothesley,wriothesley(10) / charlotte(7) / furina(7) / shenhe(7) / xiangling(7) / bennett(6) / diona(6) / mavuika(6) / nahida(6) / xilonen(6) / emilie(5) / layla(5) / xingqiu(5) / yelan(5) / zhongli(5) / kukishinobu(4) / mika(4) / rosaria(4) / sucrose(4) / thoma(4) / candace(3) / chiori(3) / citlali(3) / dehya(3) / gaming(3) / ganyu(3) / kaeya(3) / kazuha(3) / albedo(2) / aloy(2) / amber(2) / ayaka(2) / baizhu(2) / barbara(2) / chongyun(2) / dahlia(2) / escoffier(2) / jean(2) / keqing(2) / kirara(2) / kokomi(2) / lanyan(2) / lynette(2) / sayu(2) / sigewinne(2) / skirk(2) / varesa(2) / venti(2) / xianyun(2) / yunjin(2) / alhaitham(1) / arlecchino(1) / ayato(1) / beidou(1) / chasca(1) / chevreuse(1) / clorinde(1) / collei(1) / cyno(1) / diluc(1) / dori(1) / eula(1) / faruzan(1) / fischl(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / kaveh(1) / kinich(1) / klee(1) / lauma(1) / lisa(1) / lyney(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sethos(1) / tighnari(1) / wanderer(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yoimiya(1),cashflowsupervision(8) / thewidsith(7) / flowingpurity(5) / lostprayertothesacredwinds(3) / skywardatlas(3) / tomeoftheeternalflow(3) / athousandblazingsuns(2) / athousandfloatingdreams(2) / balladoftheboundlessblue(2) / calamityqueller(2) / dodocotales(2) / keyofkhajnisut(2) / mappamare(2) / memoryofdust(2) / peakpatrolsong(2) / rust(2) / thrillingtalesofdragonslayers(2) / tulaytullahsremembrance(2) / aquilafavonia(1) / blackcliffagate(1) / deathmatch(1) / elegyfortheend(1) / engulfinglightning(1) / favoniuscodex(1) / favoniuslance(1) / favoniussword(1) / freedomsworn(1) / frostbearer(1) / kagurasverity(1) / mistsplitterreforged(1) / sacrificialbow(1) / sapwoodblade(1) / serpentspine(1) / solarpearl(1) / splendoroftranquilwaters(1) / thealleyflash(1) / thecatch(1) / urakumisugiri(1) / wanderingevenstar(1) / xiphosmoonlight(1),marechausseehunter(8) / blizzardstrayer(5) / scrolloftheheroofcindercity(3) / unfinishedreverie(3) / goldentroupe(2) / noblesseoblige(2) / viridescentvenerer(2) / archaicpetra(1) / deepwoodmemories(1) / emblemofseveredfate(1) / flowerofparadiselost(1) / obsidiancodex(1) / shimenawasreminiscence(1) / tenacityofthemillelith(1)
xiangling,xiangling(10) / bennett(8) / sucrose(7) / xingqiu(7) / raiden(6) / zhongli(6) / ganyu(5) / kaeya(5) / rosaria(5) / tartaglia(5) / amber(4) / gaming(4) / keqing(4) / klee(4) / sara(4) / wanderer(4) / wriothesley(4) / albedo(3) / arlecchino(3) / ayato(3) / beidou(3) / chevreuse(3) / diluc(3) / fischl(3) / furina(3) / kazuha(3) / lyney(3) / neuvillette(3) / razor(3) / venti(3) / xianyun(3) / xinyan(3) / yelan(3) / ayaka(2) / baizhu(2) / barbara(2) / chiori(2) / chongyun(2) / citlali(2) / dehya(2) / diona(2) / faruzan(2) / hutao(2) / kokomi(2) / kukishinobu(2) / layla(2) / lisa(2) / mavuika(2) / navia(2) / ningguang(2) / sayu(2) / shenhe(2) / thoma(2) / yaemiko(2) / yanfei(2) / yoimiya(2) / yunjin(2) / alhaitham(1) / aloy(1) / candace(1) / charlotte(1) / chasca(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / kinich(1) / kirara(1) / lanyan(1) / lauma(1) / lynette(1) / mika(1) / mona(1) / mualani(1) / nahida(1) / nilou(1) / noelle(1) / ororon(1) / qiqi(1) / sethos(1) / sigewinne(1) / skirk(1) / tighnari(1) / varesa(1) / xiao(1) / xilonen(1) / yaoyao(1),engulfinglightning(8) / thecatch(7) / staffofhoma(6) / staffofthescarletsands(5) / deathmatch(3) / favoniuslance(3) / favoniussword(3) / freedomsworn(3) / polarstar(3) / blacktassel(2) / everlastingmoonglow(2) / hamayumi(2) / ironsting(2) / kitaincrossspear(2) / mappamare(2) / mistsplitterreforged(2) / primordialjadecutter(2) / prototypeamber(2) / rust(2) / sacrificialfragments(2) / sacrificialsword(2) / skywardblade(2) / skywardharp(2) / theblackspoon(2) / thestringless(2) / thewidsith(2) / amosbow(1) / aquilafavonia(1) / balladofthefjords(1) / blackcliffpole(1) / calamityqueller(1) / cashflowsupervision(1) / dragonsbane(1) / lostprayertothesacredwinds(1) / missivewindspear(1) / primordialjadewingedspear(1) / prototypestarglitter(1) / royalspear(1) / skywardspine(1) / wavebreakersfin(1) / wolfsgravestone(1),emblemofseveredfate(7) / viridescentvenerer(5) / crimsonwitchofflames(4) / noblesseoblige(4) / heartofdepth(3) / gildeddreams(2) / lavawalker(2) / oceanhuedclam(2) / tenacityofthemillelith(2) / thunderingfury(2) / flowerofparadiselost(1) / gladiatorsfinale(1) / marechausseehunter(1) / wandererstroupe(1)
