캐릭터,파티,무기,성유물 이름
mizuki,mizuki(10) / fischl(8) / furina(8) / ororon(8) / yaemiko(8) / nahida(7) / citlali(6) / mavuika(6) / xiangling(6) / xingqiu(6) / venti(5) / yelan(5) / bennett(4) / dehya(4) / emilie(4) / gaming(4) / ganyu(4) / kukishinobu(4) / sucrose(4) / ayato(3) / beidou(3) / kaeya(3) / kazuha(3) / kokomi(3) / lisa(3) / mika(3) / raiden(3) / rosaria(3) / xilonen(3) / amber(2) / ayaka(2) / baizhu(2) / barbara(2) / charlotte(2) / chasca(2) / clorinde(2) / collei(2) / dori(2) / heizou(2) / layla(2) / lynette(2) / mona(2) / sayu(2) / shenhe(2) / sigewinne(2) / tighnari(2) / yaoyao(2) / albedo(1) / alhaitham(1) / aloy(1) / arlecchino(1) / candace(1) / chevreuse(1) / chiori(1) / chongyun(1) / cyno(1) / dahlia(1) / diluc(1) / diona(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / lyney(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / sara(1) / sethos(1) / skirk(1) / thoma(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1) / zhongli(1),athousandfloatingdreams(3) / sacrificialfragments(3) / wanderingevenstar(3) / elegyfortheend(2) / favoniuscodex(2) / fruitoffulfillment(2) / kagurasverity(2) / magicguide(2) / splendoroftranquilwaters(2) / thrillingtalesofdragonslayers(2) / absolution(1) / aquasimulacra(1) / athousandblazingsuns(1) / engulfinglightning(1) / favoniussword(1) / favoniuswarbow(1) / freedomsworn(1) / hakushinring(1) / mappamare(1) / mouunsmoon(1) / prototypeamber(1) / rust(1) / serpentspine(1) / theblackspoon(1) / thestringless(1) / thewidsith(1) / tomeoftheeternalflow(1),viridescentvenerer(6) / emblemofseveredfate(2) / goldentroupe(2) / scrolloftheheroofcindercity(2) / deepwoodmemories(1) / fragmentofharmonicwhimsy(1) / gildeddreams(1) / marechausseehunter(1) / obsidiancodex(1)
mona,mona(10) / bennett(8) / fischl(8) / sucrose(8) / xingqiu(8) / amber(7) / ayaka(7) / ganyu(7) / hutao(7) / venti(7) / yelan(7) / diona(6) / furina(6) / kazuha(6) / albedo(5) / ayato(5) / beidou(5) / diluc(5) / escoffier(5) / gaming(5) / raiden(5) / skirk(5) / zhongli(5) / arlecchino(4) / charlotte(4) / citlali(4) / heizou(4) / ineffa(4) / jean(4) / klee(4) / kokomi(4) / lynette(4) / mavuika(4) / navia(4) / qiqi(4) / rosaria(4) / shenhe(4) / wanderer(4) / wriothesley(4) / xiangling(4) / xilonen(4) / yaemiko(4) / aloy(3) / barbara(3) / candace(3) / chasca(3) / chevreuse(3) / chiori(3) / chongyun(3) / collei(3) / cyno(3) / dahlia(3) / dehya(3) / dori(3) / eula(3) / faruzan(3) / flins(3) / freminet(3) / gorou(3) / itto(3) / kaeya(3) / kukishinobu(3) / layla(3) / lyney(3) / mualani(3) / nahida(3) / neuvillette(3) / nilou(3) / razor(3) / sara(3) / tartaglia(3) / thoma(3) / tighnari(3) / xianyun(3) / xiao(3) / yanfei(3) / yoimiya(3) / yunjin(3) / alhaitham(2) / baizhu(2) / clorinde(2) / emilie(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / lanyan(2) / lauma(2) / lisa(2) / mika(2) / mizuki(2) / ningguang(2) / noelle(2) / ororon(2) / sayu(2) / sethos(2) / sigewinne(2) / varesa(2) / xinyan(2) / yaoyao(2),lostprayertothesacredwinds(5) / thewidsith(5) / thrillingtalesofdragonslayers(5) / favoniuscodex(4) / prototypeamber(4) / skywardatlas(3) / aquasimulacra(2) / athousandfloatingdreams(2) / azurelight(2) / dodocotales(2) / engulfinglightning(2) / favoniussword(2) / memoryofdust(2) / peakpatrolsong(2) / rust(2) / sacrificialfragments(2) / splendoroftranquilwaters(2) / astralvulturescrimsonplumage(1) / athousandblazingsuns(1) / balladofthefjords(1) / blackcliffagate(1) / crescentpike(1) / elegyfortheend(1) / endoftheline(1) / fadingtwilight(1) / favoniuslance(1) / favoniuswarbow(1) / finaleofthedeep(1) / flowerwreathedfeathers(1) / flowingpurity(1) / fracturedhalo(1) / freedomsworn(1) / hakushinring(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / mappamare(1) / mistsplitterreforged(1) / oathsworneye(1) / prototypearchaic(1) / prototyperancour(1) / sacrificialbow(1) / sacrificialsword(1) / serpentspine(1) / solarpearl(1) / staffofhoma(1) / thealleyflash(1) / theblackspoon(1) / thecatch(1) / thunderingpulse(1) / verdict(1) / wanderingevenstar(1) / wineandsong(1),noblesseoblige(6) / emblemofseveredfate(5) / tenacityofthemillelith(4) / viridescentvenerer(3) / crimsonwitchofflames(2) / goldentroupe(2) / heartofdepth(2) / obsidiancodex(2) / scrolloftheheroofcindercity(2) / finaleofthedeepgalleries(1) / flowerofparadiselost(1) / gildeddreams(1) / instructor(1) / marechausseehunter(1) / nymphsdream(1) / scholar(1) / silkenmoonsserenade(1)
mualani,mualani(10) / xiangling(8) / emilie(7) / furina(7) / zhongli(7) / dehya(6) / kazuha(6) / mavuika(6) / nahida(6) / sucrose(6) / xilonen(6) / candace(5) / gaming(5) / mona(5) / neuvillette(5) / thoma(5) / yelan(5) / amber(4) / baizhu(4) / bennett(4) / chiori(4) / citlali(4) / escoffier(4) / kokomi(4) / sigewinne(4) / xingqiu(4) / albedo(3) / charlotte(3) / ineffa(3) / jean(3) / keqing(3) / kirara(3) / lanyan(3) / lynette(3) / skirk(3) / venti(3) / xinyan(3) / yaoyao(3) / alhaitham(2) / aloy(2) / arlecchino(2) / ayaka(2) / ayato(2) / barbara(2) / beidou(2) / chasca(2) / chevreuse(2) / chongyun(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / diluc(2) / diona(2) / dori(2) / eula(2) / faruzan(2) / fischl(2) / flins(2) / freminet(2) / ganyu(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / kaeya(2) / kaveh(2) / kinich(2) / klee(2) / kukishinobu(2) / lauma(2) / layla(2) / lisa(2) / lyney(2) / mika(2) / mizuki(2) / navia(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / qiqi(2) / raiden(2) / razor(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / shenhe(2) / tighnari(2) / varesa(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xiao(2) / yaemiko(2) / yanfei(2) / yoimiya(2) / yunjin(2) / pyrotraveler(1),thewidsith(4) / tomeoftheeternalflow(4) / athousandfloatingdreams(3) / prototypeamber(3) / favoniuslance(2) / splendoroftranquilwaters(2) / aquasimulacra(1) / ashgravendrinkinghorn(1) / athousandblazingsuns(1) / azurelight(1) / beaconofthereedsea(1) / deathmatch(1) / engulfinglightning(1) / favoniusgreatsword(1) / favoniussword(1) / favoniuswarbow(1) / finaleofthedeep(1) / freedomsworn(1) / peakpatrolsong(1) / rust(1) / sacrificialfragments(1) / sacrificialsword(1) / serpentspine(1) / theblackspoon(1) / thrillingtalesofdragonslayers(1) / urakumisugiri(1),obsidiancodex(6) / heartofdepth(4) / viridescentvenerer(4) / emblemofseveredfate(3) / instructor(3) / tenacityofthemillelith(3) / unfinishedreverie(3) / archaicpetra(2) / goldentroupe(2) / scrolloftheheroofcindercity(2) / vourukashasglow(2) / berserker(1) / finaleofthedeepgalleries(1) / gildeddreams(1) / marechausseehunter(1) / nymphsdream(1)
nahida,nahida(10) / kokomi(8) / nilou(8) / raiden(8) / cyno(7) / kazuha(7) / xingqiu(7) / yelan(7) / beidou(6) / kukishinobu(6) / thoma(6) / zhongli(6) / bennett(5) / collei(5) / fischl(5) / ganyu(5) / alhaitham(4) / amber(4) / barbara(4) / razor(4) / yaemiko(4) / ayato(3) / baizhu(3) / dehya(3) / dori(3) / emilie(3) / furina(3) / gaming(3) / jean(3) / keqing(3) / kinich(3) / lisa(3) / sayu(3) / tighnari(3) / wanderer(3) / xiangling(3) / yaoyao(3) / albedo(2) / candace(2) / charlotte(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / dendrotraveler(2) / diona(2) / escoffier(2) / heizou(2) / kaeya(2) / kaveh(2) / kirara(2) / klee(2) / lanyan(2) / lauma(2) / layla(2) / lynette(2) / mavuika(2) / mizuki(2) / mualani(2) / neuvillette(2) / noelle(2) / ororon(2) / rosaria(2) / sara(2) / sethos(2) / sucrose(2) / varesa(2) / venti(2) / wriothesley(2) / xianyun(2) / xilonen(2) / aloy(1) / arlecchino(1) / ayaka(1) / chasca(1) / chevreuse(1) / dahlia(1) / diluc(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / hutao(1) / ineffa(1) / itto(1) / lyney(1) / mika(1) / mona(1) / navia(1) / ningguang(1) / qiqi(1) / shenhe(1) / sigewinne(1) / skirk(1) / tartaglia(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),athousandfloatingdreams(5) / thewidsith(5) / keyofkhajnisut(4) / prototypeamber(4) / sacrificialfragments(4) / solarpearl(4) / favoniussword(3) / favoniuswarbow(3) / wanderingevenstar(3) / aquasimulacra(2) / blacktassel(2) / deathmatch(2) / dragonsbane(2) / everlastingmoonglow(2) / favoniuscodex(2) / freedomsworn(2) / hakushinring(2) / hamayumi(2) / ironsting(2) / kagurasverity(2) / kitaincrossspear(2) / magicguide(2) / mappamare(2) / rainslasher(2) / sacrificialsword(2) / sapwoodblade(2) / serpentspine(2) / skywardblade(2) / skywardpride(2) / staffofhoma(2) / staffofthescarletsands(2) / thestringless(2) / absolution(1) / cashflowsupervision(1) / etherlightspindlelute(1) / favoniusgreatsword(1) / festeringdesire(1) / fleuvecendreferryman(1) / harangeppakufutsu(1) / hunterspath(1) / lightoffoliarincision(1) / lostprayertothesacredwinds(1) / memoryofdust(1) / mistsplitterreforged(1) / polarstar(1) / skywardatlas(1) / splendoroftranquilwaters(1) / theblackspoon(1) / thedockhandsassistant(1) / thrillingtalesofdragonslayers(1) / tomeoftheeternalflow(1) / vividnotions(1) / xiphosmoonlight(1),deepwoodmemories(7) / gildeddreams(7) / viridescentvenerer(5) / flowerofparadiselost(4) / goldentroupe(4) / tenacityofthemillelith(4) / emblemofseveredfate(3) / noblesseoblige(3) / thunderingfury(3) / archaicpetra(2) / fragmentofharmonicwhimsy(2) / oceanhuedclam(2) / echoesofanoffering(1) / gladiatorsfinale(1) / heartofdepth(1) / instructor(1) / scrolloftheheroofcindercity(1) / silkenmoonsserenade(1) / unfinishedreverie(1) / vourukashasglow(1) / wandererstroupe(1)
navia,navia(10) / zhongli(7) / albedo(6) / bennett(6) / chiori(6) / furina(6) / fischl(5) / ningguang(5) / xiangling(5) / xilonen(5) / yelan(5) / gaming(4) / mavuika(4) / xianyun(4) / xingqiu(4) / arlecchino(3) / mona(3) / neuvillette(3) / noelle(3) / rosaria(3) / yaemiko(3) / aloy(2) / ayaka(2) / ayato(2) / chevreuse(2) / chongyun(2) / citlali(2) / collei(2) / cyno(2) / dehya(2) / diluc(2) / dori(2) / emilie(2) / faruzan(2) / freminet(2) / ganyu(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / kazuha(2) / kokomi(2) / kukishinobu(2) / layla(2) / lynette(2) / lyney(2) / nahida(2) / nilou(2) / qiqi(2) / sara(2) / shenhe(2) / thoma(2) / tighnari(2) / venti(2) / wanderer(2) / wriothesley(2) / xiao(2) / yunjin(2) / alhaitham(1) / amber(1) / baizhu(1) / barbara(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / clorinde(1) / dahlia(1) / diona(1) / escoffier(1) / eula(1) / flins(1) / ineffa(1) / jean(1) / kaeya(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / lisa(1) / mika(1) / mizuki(1) / mualani(1) / ororon(1) / raiden(1) / razor(1) / sayu(1) / sethos(1) / sigewinne(1) / skirk(1) / sucrose(1) / tartaglia(1) / varesa(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1),verdict(7) / serpentspine(5) / beaconofthereedsea(3) / thecatch(3) / aquasimulacra(2) / aquilafavonia(2) / athousandblazingsuns(2) / engulfinglightning(2) / favoniuslance(2) / prototypearchaic(2) / redhornstonethresher(2) / splendoroftranquilwaters(2) / urakumisugiri(2) / athousandfloatingdreams(1) / balladoftheboundlessblue(1) / blacktassel(1) / cashflowsupervision(1) / cinnabarspindle(1) / crescentpike(1) / earthshaker(1) / endoftheline(1) / fadingtwilight(1) / fangofthemountainking(1) / favoniussword(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / katsuragikirinagamasa(1) / kingssquire(1) / lostprayertothesacredwinds(1) / mistsplitterreforged(1) / peakpatrolsong(1) / prototyperancour(1) / skywardpride(1) / thealleyflash(1) / thestringless(1) / theunforged(1) / thrillingtalesofdragonslayers(1) / thunderingpulse(1) / wolfsgravestone(1),marechausseehunter(5) / nighttimewhispersintheechoingwoods(5) / goldentroupe(4) / archaicpetra(3) / noblesseoblige(3) / scrolloftheheroofcindercity(3) / tenacityofthemillelith(3) / emblemofseveredfate(2) / huskofopulentdreams(1) / obsidiancodex(1) / viridescentvenerer(1) / vourukashasglow(1)
neuvillette,neuvillette(10) / furina(9) / kazuha(9) / nahida(8) / xiangling(8) / zhongli(8) / baizhu(7) / kukishinobu(7) / raiden(7) / amber(6) / gaming(6) / sucrose(6) / yaemiko(6) / albedo(5) / bennett(5) / charlotte(5) / fischl(5) / venti(5) / xilonen(5) / ayato(4) / beidou(4) / chiori(4) / collei(4) / ineffa(4) / layla(4) / lisa(4) / lynette(4) / mona(4) / ororon(4) / yaoyao(4) / dori(3) / ganyu(3) / heizou(3) / itto(3) / kirara(3) / kokomi(3) / lauma(3) / nilou(3) / rosaria(3) / sayu(3) / shenhe(3) / wanderer(3) / xianyun(3) / xingqiu(3) / yelan(3) / aloy(2) / arlecchino(2) / ayaka(2) / chevreuse(2) / chongyun(2) / citlali(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / diona(2) / emilie(2) / escoffier(2) / faruzan(2) / freminet(2) / gorou(2) / hutao(2) / jean(2) / lanyan(2) / lyney(2) / mavuika(2) / mika(2) / navia(2) / qiqi(2) / sara(2) / skirk(2) / tartaglia(2) / thoma(2) / tighnari(2) / wriothesley(2) / xiao(2) / yunjin(2) / alhaitham(1) / barbara(1) / candace(1) / chasca(1) / clorinde(1) / eula(1) / flins(1) / kaeya(1) / kaveh(1) / keqing(1) / kinich(1) / klee(1) / mizuki(1) / mualani(1) / ningguang(1) / noelle(1) / razor(1) / sethos(1) / sigewinne(1) / varesa(1) / xinyan(1) / yanfei(1) / yoimiya(1),tomeoftheeternalflow(6) / prototypeamber(5) / engulfinglightning(3) / favoniussword(3) / hakushinring(3) / jadefallssplendor(3) / lostprayertothesacredwinds(3) / peakpatrolsong(3) / rust(3) / splendoroftranquilwaters(3) / thecatch(3) / thewidsith(3) / athousandfloatingdreams(2) / balladoftheboundlessblue(2) / cashflowsupervision(2) / favoniuscodex(2) / fleuvecendreferryman(2) / freedomsworn(2) / ironsting(2) / sacrificialfragments(2) / skywardblade(2) / solarpearl(2) / aquasimulacra(1) / ashgravendrinkinghorn(1) / crescentpike(1) / dragonsbane(1) / elegyfortheend(1) / endoftheline(1) / everlastingmoonglow(1) / fadingtwilight(1) / favoniuslance(1) / favoniuswarbow(1) / fracturedhalo(1) / harangeppakufutsu(1) / hunterspath(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / prototypearchaic(1) / prototyperancour(1) / sacrificialbow(1) / thunderingpulse(1) / verdict(1) / xiphosmoonlight(1),viridescentvenerer(7) / marechausseehunter(6) / deepwoodmemories(4) / noblesseoblige(4) / gildeddreams(3) / goldentroupe(3) / emblemofseveredfate(2) / flowerofparadiselost(2) / heartofdepth(2) / oceanhuedclam(2) / scrolloftheheroofcindercity(2) / thunderingfury(2) / archaicpetra(1) / blizzardstrayer(1) / gladiatorsfinale(1) / maidenbeloved(1) / retracingbolide(1)
nilou,nilou(10) / barbara(8) / gaming(7) / nahida(7) / alhaitham(6) / collei(6) / kokomi(6) / xingqiu(6) / yelan(6) / baizhu(5) / furina(5) / yaoyao(5) / amber(4) / ayato(4) / candace(4) / jean(4) / kazuha(4) / xiangling(4) / bennett(3) / kaveh(3) / kirara(3) / klee(3) / neuvillette(3) / sigewinne(3) / tartaglia(3) / venti(3) / arlecchino(2) / ayaka(2) / chongyun(2) / citlali(2) / diluc(2) / emilie(2) / escoffier(2) / ganyu(2) / hutao(2) / itto(2) / kukishinobu(2) / lauma(2) / lisa(2) / mona(2) / raiden(2) / razor(2) / sara(2) / shenhe(2) / sucrose(2) / xiao(2) / yanfei(2) / yunjin(2) / zhongli(2) / albedo(1) / aloy(1) / beidou(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / clorinde(1) / cyno(1) / dahlia(1) / dehya(1) / dendrotraveler(1) / diona(1) / dori(1) / eula(1) / faruzan(1) / fischl(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / kaeya(1) / keqing(1) / kinich(1) / lanyan(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / rosaria(1) / sayu(1) / sethos(1) / skirk(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xilonen(1) / xinyan(1) / yaemiko(1) / yoimiya(1),keyofkhajnisut(5) / athousandfloatingdreams(4) / favoniussword(4) / freedomsworn(4) / sacrificialsword(4) / elegyfortheend(3) / ironsting(3) / primordialjadecutter(3) / prototypeamber(3) / sacrificialfragments(3) / dialoguesofthedesertsages(2) / everlastingmoonglow(2) / favoniuscodex(2) / favoniuslance(2) / favoniuswarbow(2) / festeringdesire(2) / sacrificialbow(2) / sapwoodblade(2) / splendoroftranquilwaters(2) / thecatch(2) / xiphosmoonlight(2) / aquasimulacra(1) / aquilafavonia(1) / engulfinglightning(1) / favoniusgreatsword(1) / jadefallssplendor(1) / kagurasverity(1) / kitaincrossspear(1) / mistsplitterreforged(1) / recurvebow(1) / rust(1) / skywardblade(1) / staffofhoma(1) / theblackspoon(1) / thedockhandsassistant(1) / theflute(1) / thestringless(1) / wanderingevenstar(1),deepwoodmemories(5) / gildeddreams(4) / tenacityofthemillelith(4) / emblemofseveredfate(3) / oceanhuedclam(3) / viridescentvenerer(3) / vourukashasglow(3) / flowerofparadiselost(2) / heartofdepth(2) / marechausseehunter(2) / noblesseoblige(2) / silkenmoonsserenade(2) / goldentroupe(1) / instructor(1) / scrolloftheheroofcindercity(1) / thunderingfury(1)
ningguang,ningguang(10) / fischl(8) / zhongli(7) / beidou(6) / bennett(6) / xingqiu(6) / albedo(5) / noelle(5) / xiangling(5) / ayaka(4) / chiori(4) / gorou(4) / hutao(4) / jean(4) / sara(4) / shenhe(4) / xiao(4) / xilonen(4) / yaemiko(4) / barbara(3) / diona(3) / emilie(3) / furina(3) / gaming(3) / itto(3) / layla(3) / mavuika(3) / nahida(3) / navia(3) / raiden(3) / rosaria(3) / sucrose(3) / yelan(3) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / ayato(2) / baizhu(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chongyun(2) / citlali(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / dori(2) / escoffier(2) / eula(2) / faruzan(2) / flins(2) / freminet(2) / ganyu(2) / heizou(2) / ineffa(2) / kaeya(2) / kaveh(2) / kazuha(2) / keqing(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / lauma(2) / lisa(2) / lynette(2) / lyney(2) / mika(2) / mizuki(2) / mona(2) / mualani(2) / neuvillette(2) / nilou(2) / ororon(2) / qiqi(2) / razor(2) / sayu(2) / sethos(2) / sigewinne(2) / skirk(2) / thoma(2) / tighnari(2) / varesa(2) / venti(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xinyan(2) / yanfei(2) / yaoyao(2) / yoimiya(2) / yunjin(2),lostprayertothesacredwinds(7) / solarpearl(6) / kagurasverity(4) / skywardatlas(4) / thewidsith(4) / memoryofdust(3) / sacrificialsword(3) / blacktassel(2) / deathmatch(2) / dodocotales(2) / eyeofperception(2) / favoniussword(2) / mappamare(2) / serpentspine(2) / skywardblade(2) / skywardharp(2) / skywardpride(2) / staffofhoma(2) / thestringless(2) / tomeoftheeternalflow(2) / aquilafavonia(1) / cashflowsupervision(1) / engulfinglightning(1) / favoniuscodex(1) / flowingpurity(1) / hakushinring(1) / oathsworneye(1) / peakpatrolsong(1) / primordialjadewingedspear(1) / prototypeamber(1) / sacrificialfragments(1) / splendoroftranquilwaters(1) / thrillingtalesofdragonslayers(1),archaicpetra(7) / noblesseoblige(7) / emblemofseveredfate(6) / nighttimewhispersintheechoingwoods(4) / gladiatorsfinale(3) / tenacityofthemillelith(3) / crimsonwitchofflames(2) / scrolloftheheroofcindercity(2) / thunderingfury(2) / viridescentvenerer(2) / deepwoodmemories(1) / goldentroupe(1) / huskofopulentdreams(1) / lavawalker(1) / marechausseehunter(1) / shimenawasreminiscence(1) / thundersoother(1) / unfinishedreverie(1)
noelle,noelle(10) / albedo(6) / fischl(6) / beidou(5) / bennett(5) / furina(5) / zhongli(5) / gorou(4) / ningguang(4) / xiangling(4) / xingqiu(4) / yelan(4) / yunjin(4) / chiori(3) / itto(3) / jean(3) / kaeya(3) / lisa(3) / navia(3) / rosaria(3) / xilonen(3) / amber(2) / baizhu(2) / candace(2) / gaming(2) / ganyu(2) / kazuha(2) / keqing(2) / klee(2) / nahida(2) / raiden(2) / thoma(2) / xianyun(2) / xiao(2) / yaemiko(2) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / barbara(1) / charlotte(1) / chasca(1) / chevreuse(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / diluc(1) / diona(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / heizou(1) / hutao(1) / ineffa(1) / kaveh(1) / kinich(1) / kirara(1) / kokomi(1) / kukishinobu(1) / lanyan(1) / lauma(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / neuvillette(1) / nilou(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / sucrose(1) / tighnari(1) / varesa(1) / venti(1) / wanderer(1) / wriothesley(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1),redhornstonethresher(5) / whiteblind(5) / serpentspine(4) / skywardpride(4) / favoniusgreatsword(3) / favoniussword(2) / favoniuswarbow(2) / verdict(2) / athousandfloatingdreams(1) / beaconofthereedsea(1) / blacktassel(1) / cinnabarspindle(1) / deathmatch(1) / elegyfortheend(1) / engulfinglightning(1) / favoniuslance(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / harbingerofdawn(1) / kitaincrossspear(1) / primordialjadecutter(1) / rust(1) / skywardblade(1) / skywardharp(1) / splendoroftranquilwaters(1) / staffofhoma(1) / thecatch(1) / thestringless(1) / theunforged(1) / thrillingtalesofdragonslayers(1),huskofopulentdreams(5) / archaicpetra(4) / marechausseehunter(4) / noblesseoblige(3) / retracingbolide(3) / emblemofseveredfate(2) / gladiatorsfinale(2) / goldentroupe(2) / deepwoodmemories(1) / flowerofparadiselost(1) / nighttimewhispersintheechoingwoods(1) / oceanhuedclam(1) / scrolloftheheroofcindercity(1) / silkenmoonsserenade(1) / tenacityofthemillelith(1) / thunderingfury(1) / viridescentvenerer(1)
ororon,ororon(10) / chasca(9) / furina(8) / bennett(7) / ayato(6) / neuvillette(6) / sucrose(6) / xilonen(6) / gaming(5) / xingqiu(5) / yelan(5) / clorinde(4) / fischl(4) / heizou(4) / kokomi(4) / nahida(4) / venti(4) / barbara(3) / beidou(3) / cyno(3) / kazuha(3) / lynette(3) / sigewinne(3) / wanderer(3) / yaemiko(3) / zhongli(3) / albedo(2) / arlecchino(2) / baizhu(2) / chevreuse(2) / chiori(2) / collei(2) / dehya(2) / diluc(2) / dori(2) / hutao(2) / ineffa(2) / jean(2) / kaeya(2) / kaveh(2) / kinich(2) / klee(2) / lanyan(2) / lyney(2) / mavuika(2) / mizuki(2) / mualani(2) / nilou(2) / raiden(2) / sara(2) / sayu(2) / sethos(2) / thoma(2) / varesa(2) / xiangling(2) / xianyun(2) / yanfei(2) / yoimiya(2) / alhaitham(1) / aloy(1) / amber(1) / ayaka(1) / candace(1) / charlotte(1) / chongyun(1) / citlali(1) / dahlia(1) / diona(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / itto(1) / keqing(1) / kirara(1) / kukishinobu(1) / lauma(1) / layla(1) / lisa(1) / mika(1) / mona(1) / navia(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / rosaria(1) / shenhe(1) / skirk(1) / tighnari(1) / wriothesley(1) / xiao(1) / xinyan(1) / yaoyao(1) / yunjin(1),aquasimulacra(4) / chainbreaker(4) / elegyfortheend(4) / alleyhunter(2) / astralvulturescrimsonplumage(2) / favoniuswarbow(2) / peakpatrolsong(2) / polarstar(2) / splendoroftranquilwaters(2) / thunderingpulse(2) / tomeoftheeternalflow(2) / absolution(1) / amosbow(1) / aquilafavonia(1) / deathmatch(1) / fadingtwilight(1) / favoniussword(1) / flowerwreathedfeathers(1) / freedomsworn(1) / harangeppakufutsu(1) / jadefallssplendor(1) / mistsplitterreforged(1) / skywardharp(1) / staffofthescarletsands(1) / thealleyflash(1) / theblackspoon(1) / thestringless(1) / windblumeode(1),scrolloftheheroofcindercity(8) / noblesseoblige(4) / obsidiancodex(3) / viridescentvenerer(3) / emblemofseveredfate(2) / goldentroupe(2) / marechausseehunter(2) / deepwoodmemories(1) / fragmentofharmonicwhimsy(1) / instructor(1) / nymphsdream(1) / thunderingfury(1)
